WP, 17, 2013091618, 03, HWRF, 000,   0 ,    0 ,   0,    0, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, -99
WP, 17, 2013091806, 03, HWRF, 096, 204N, 1192E,  75,  957, XX,  50, NEQ, 0076, 0076, 0085, 0080,    0,    0,  27
WP, 17, 2013091806, 03, HWRF, 096, 204N, 1192E,  75,  957, XX,  64, NEQ, 0053, 0043, 0059, 0061,    0,    0,  27
WP, 17, 2013091806, 03, HWRF, 102, 202N, 1189E,  86,  959, XX,  34, NEQ, 0314, 0210, 0134, 0264,    0,    0,  26
WP, 17, 2013091806, 03, HWRF, 102, 202N, 1189E,  86,  959, XX,  50, NEQ, 0056, 0078, 0088, 0084,    0,    0,  26
WP, 17, 2013091806, 03, HWRF, 102, 202N, 1189E,  86,  959, XX,  64, NEQ, 0045, 0055, 0063, 0043,    0,    0,  26
WP, 17, 2013091806, 03, HWRF, 108, 204N, 1186E,  87,  957, XX,  34, NEQ, 0324, 0127, 0141, 0124,    0,    0,  31
WP, 17, 2013091806, 03, HWRF, 108, 204N, 1186E,  87,  957, XX,  50, NEQ, 0064, 0077, 0080, 0070,    0,    0,  31
WP, 17, 2013091806, 03, HWRF, 108, 204N, 1186E,  87,  957, XX,  64, NEQ, 0048, 0059, 0062, 0046,    0,    0,  31
WP, 17, 2013091806, 03, HWRF, 114, 207N, 1180E,  84,  960, XX,  34, NEQ, 0170, 0134, 0126, 0110,    0,    0,  31
WP, 17, 2013091806, 03, HWRF, 114, 207N, 1180E,  84,  960, XX,  50, NEQ, 0074, 0058, 0063, 0072,    0,    0,  31
WP, 17, 2013091806, 03, HWRF, 114, 207N, 1180E,  84,  960, XX,  64, NEQ, 0050, 0042, 0038, 0047,    0,    0,  31
WP, 17, 2013091806, 03, HWRF, 120, 206N, 1171E,  80,  958, XX,  34, NEQ, 0180, 0157, 0131, 0131,    0,    0,  30
WP, 17, 2013091806, 03, HWRF, 120, 206N, 1171E,  80,  958, XX,  50, NEQ, 0054, 0065, 0070, 0061,    0,    0,  30
WP, 17, 2013091806, 03, HWRF, 120, 206N, 1171E,  80,  958, XX,  64, NEQ, 0041, 0045, 0042, 0043,    0,    0,  30
WP, 17, 2013091806, 03, HWRF, 126, 206N, 1165E,  85,  957, XX,  34, NEQ, 0143, 0124, 0141, 0147,    0,    0,  26
WP, 17, 2013091806, 03, HWRF, 126, 206N, 1165E,  85,  957, XX,  50, NEQ, 0067, 0069, 0079, 0069,    0,    0,  26
WP, 17, 2013091806, 03, HWRF, 126, 206N, 1165E,  85,  957, XX,  64, NEQ, 0039, 0045, 0049, 0048,    0,    0,  26
WP, 17, 2013091812, 03, HWRF, 000, 173N, 1298E,  65,  974, XX,  34, NEQ, 0242, 0164, 0138, 0243,    0,    0,  63
WP, 17, 2013091812, 03, HWRF, 000, 173N, 1298E,  65,  974, XX,  50, NEQ, 0140, 0075, 0087, 0127,    0,    0,  63
WP, 17, 2013091812, 03, HWRF, 000, 173N, 1298E,  65,  974, XX,  64, NEQ, 0000, 0000, 0000, 0066,    0,    0,  63
WP, 17, 2013091812, 03, HWRF, 006, 173N, 1290E,  73,  966, XX,  34, NEQ, 0262, 0198, 0188, 0261,    0,    0,  48
WP, 17, 2013091812, 03, HWRF, 006, 173N, 1290E,  73,  966, XX,  50, NEQ, 0136, 0087, 0102, 0127,    0,    0,  48
WP, 17, 2013091812, 03, HWRF, 006, 173N, 1290E,  73,  966, XX,  64, NEQ, 0113, 0061, 0057, 0095,    0,    0,  48
WP, 17, 2013091812, 03, HWRF, 012, 176N, 1282E,  79,  963, XX,  34, NEQ, 0261, 0231, 0272, 0248,    0,    0,  54
WP, 17, 2013091812, 03, HWRF, 012, 176N, 1282E,  79,  963, XX,  50, NEQ, 0127, 0100, 0121, 0128,    0,    0,  54
WP, 17, 2013091812, 03, HWRF, 012, 176N, 1282E,  79,  963, XX,  64, NEQ, 0104, 0073, 0075, 0073,    0,    0,  54
WP, 17, 2013091812, 03, HWRF, 018, 179N, 1272E,  89,  957, XX,  34, NEQ, 0260, 0257, 0252, 0252,    0,    0,  52
WP, 17, 2013091812, 03, HWRF, 018, 179N, 1272E,  89,  957, XX,  50, NEQ, 0093, 0119, 0115, 0125,    0,    0,  52
WP, 17, 2013091812, 03, HWRF, 018, 179N, 1272E,  89,  957, XX,  64, NEQ, 0070, 0089, 0091, 0085,    0,    0,  52
WP, 17, 2013091812, 03, HWRF, 024, 181N, 1264E,  86,  956, XX,  34, NEQ, 0263, 0278, 0232, 0263,    0,    0,  41
WP, 17, 2013091812, 03, HWRF, 024, 181N, 1264E,  86,  956, XX,  50, NEQ, 0114, 0110, 0126, 0124,    0,    0,  41
WP, 17, 2013091812, 03, HWRF, 024, 181N, 1264E,  86,  956, XX,  64, NEQ, 0089, 0080, 0079, 0078,    0,    0,  41
WP, 17, 2013091812, 03, HWRF, 030, 187N, 1256E,  96,  950, XX,  34, NEQ, 0229, 0348, 0275, 0218,    0,    0,  48
WP, 17, 2013091812, 03, HWRF, 030, 187N, 1256E,  96,  950, XX,  50, NEQ, 0121, 0118, 0127, 0124,    0,    0,  48
WP, 17, 2013091812, 03, HWRF, 030, 187N, 1256E,  96,  950, XX,  64, NEQ, 0080, 0085, 0079, 0090,    0,    0,  48
WP, 17, 2013091812, 03, HWRF, 036, 192N, 1248E,  93,  949, XX,  34, NEQ, 0231, 0351, 0300, 0296,    0,    0,  34
WP, 17, 2013091812, 03, HWRF, 036, 192N, 1248E,  93,  949, XX,  50, NEQ, 0126, 0124, 0115, 0117,    0,    0,  34
WP, 17, 2013091812, 03, HWRF, 036, 192N, 1248E,  93,  949, XX,  64, NEQ, 0091, 0081, 0083, 0098,    0,    0,  34
WP, 17, 2013091812, 03, HWRF, 042, 197N, 1240E, 104,  940, XX,  34, NEQ, 0192, 0298, 0246, 0351,    0,    0,  46
WP, 17, 2013091812, 03, HWRF, 042, 197N, 1240E, 104,  940, XX,  50, NEQ, 0117, 0119, 0146, 0126,    0,    0,  46
WP, 17, 2013091812, 03, HWRF, 042, 197N, 1240E, 104,  940, XX,  64, NEQ, 0088, 0086, 0099, 0090,    0,    0,  46
WP, 17, 2013091812, 03, HWRF, 048, 203N, 1233E, 106,  939, XX,  34, NEQ, 0190, 0245, 0301, 0315,    0,    0,  46
WP, 17, 2013091812, 03, HWRF, 048, 203N, 1233E, 106,  939, XX,  50, NEQ, 0113, 0127, 0134, 0115,    0,    0,  46
WP, 17, 2013091812, 03, HWRF, 048, 203N, 1233E, 106,  939, XX,  64, NEQ, 0084, 0091, 0108, 0082,    0,    0,  46
WP, 17, 2013091812, 03, HWRF, 054, 207N, 1225E, 105,  936, XX,  34, NEQ, 0176, 0276, 0265, 0308,    0,    0,  49
WP, 17, 2013091812, 03, HWRF, 054, 207N, 1225E, 105,  936, XX,  50, NEQ, 0116, 0121, 0124, 0116,    0,    0,  49
WP, 17, 2013091812, 03, HWRF, 054, 207N, 1225E, 105,  936, XX,  64, NEQ, 0091, 0088, 0087, 0090,    0,    0,  49
WP, 17, 2013091812, 03, HWRF, 060, 209N, 1219E, 103,  939, XX,  34, NEQ, 0170, 0282, 0270, 0291,    0,    0,  42
WP, 17, 2013091812, 03, HWRF, 060, 209N, 1219E, 103,  939, XX,  50, NEQ, 0111, 0123, 0119, 0127,    0,    0,  42
WP, 17, 2013091812, 03, HWRF, 060, 209N, 1219E, 103,  939, XX,  64, NEQ, 0078, 0083, 0082, 0080,    0,    0,  42
WP, 17, 2013091812, 03, HWRF, 066, 214N, 1211E, 100,  938, XX,  34, NEQ, 0232, 0164, 0280, 0293,    0,    0,  43
WP, 17, 2013091812, 03, HWRF, 066, 214N, 1211E, 100,  938, XX,  50, NEQ, 0105, 0101, 0109, 0183,    0,    0,  43
WP, 17, 2013091812, 03, HWRF, 066, 214N, 1211E, 100,  938, XX,  64, NEQ, 0068, 0075, 0077, 0071,    0,    0,  43
WP, 17, 2013091812, 03, HWRF, 072, 217N, 1203E, 103,  946, XX,  34, NEQ, 0233, 0189, 0187, 0264,    0,    0,  44
WP, 17, 2013091812, 03, HWRF, 072, 217N, 1203E, 103,  946, XX,  50, NEQ, 0184, 0084, 0112, 0179,    0,    0,  44
WP, 17, 2013091812, 03, HWRF, 072, 217N, 1203E, 103,  946, XX,  64, NEQ, 0098, 0062, 0077, 0088,    0,    0,  44
WP, 17, 2013091812, 03, HWRF, 078, 218N, 1196E,  92,  946, XX,  34, NEQ, 0222, 0200, 0173, 0228,    0,    0,  39
WP, 17, 2013091812, 03, HWRF, 078, 218N, 1196E,  92,  946, XX,  50, NEQ, 0176, 0097, 0110, 0144,    0,    0,  39
WP, 17, 2013091812, 03, HWRF, 078, 218N, 1196E,  92,  946, XX,  64, NEQ, 0056, 0073, 0074, 0095,    0,    0,  39
WP, 17, 2013091812, 03, HWRF, 084, 219N, 1189E,  90,  947, XX,  34, NEQ, 0242, 0211, 0157, 0178,    0,    0,  41
WP, 17, 2013091812, 03, HWRF, 084, 219N, 1189E,  90,  947, XX,  50, NEQ, 0091, 0088, 0102, 0110,    0,    0,  41
WP, 17, 2013091812, 03, HWRF, 084, 219N, 1189E,  90,  947, XX,  64, NEQ, 0050, 0071, 0074, 0082,    0,    0,  41
WP, 17, 2013091812, 03, HWRF, 090, 221N, 1183E,  83,  949, XX,  34, NEQ, 0250, 0156, 0150, 0142,    0,    0,  34
WP, 17, 2013091812, 03, HWRF, 090, 221N, 1183E,  83,  949, XX,  50, NEQ, 0092, 0091, 0095, 0101,    0,    0,  34
WP, 17, 2013091812, 03, HWRF, 090, 221N, 1183E,  83,  949, XX,  64, NEQ, 0063, 0068, 0071, 0063,    0,    0,  34
WP, 17, 2013091812, 03, HWRF, 096, 224N, 1178E,  82,  954, XX,  34, NEQ, 0152, 0151, 0167, 0167,    0,    0,  32
WP, 17, 2013091812, 03, HWRF, 096, 224N, 1178E,  82,  954, XX,  50, NEQ, 0088, 0089, 0089, 0083,    0,    0,  32
WP, 17, 2013091812, 03, HWRF, 096, 224N, 1178E,  82,  954, XX,  64, NEQ, 0059, 0059, 0058, 0057,    0,    0,  32
WP, 17, 2013091812, 03, HWRF, 102, 226N, 1168E,  76,  955, XX,  34, NEQ, 0169, 0152, 0161, 0124,    0,    0,  35
WP, 17, 2013091812, 03, HWRF, 102, 226N, 1168E,  76,  955, XX,  50, NEQ, 0079, 0076, 0082, 0067,    0,    0,  35
WP, 17, 2013091812, 03, HWRF, 102, 226N, 1168E,  76,  955, XX,  64, NEQ, 0051, 0050, 0052, 0000,    0,    0,  35
WP, 17, 2013091812, 03, HWRF, 108, 226N, 1157E,  68,  961, XX,  34, NEQ, 0145, 0133, 0154, 0119,    0,    0,  29
WP, 17, 2013091812, 03, HWRF, 108, 226N, 1157E,  68,  961, XX,  50, NEQ, 0068, 0068, 0072, 0062,    0,    0,  29
WP, 17, 2013091812, 03, HWRF, 108, 226N, 1157E,  68,  961, XX,  64, NEQ, 0000, 0038, 0043, 0000,    0,    0,  29
WP, 17, 2013091812, 03, HWRF, 114, 227N, 1147E,  56,  965, XX,  34, NEQ, 0134, 0127, 0108, 0135,    0,    0,  51
WP, 17, 2013091812, 03, HWRF, 114, 227N, 1147E,  56,  965, XX,  50, NEQ, 0000, 0055, 0061, 0055,    0,    0,  51
WP, 17, 2013091812, 03, HWRF, 120, 227N, 1138E,  49,  971, XX,  34, NEQ, 0112, 0112, 0100, 0173,    0,    0,  33
WP, 17, 2013091812, 03, HWRF, 126, 226N, 1129E,  43,  972, XX,  34, NEQ, 0112, 0104, 0097, 0000,    0,    0,  40
WP, 17, 2013091818, 03, HWRF, 000, 172N, 1286E,  90,  951, XX,  34, NEQ, 0270, 0197, 0193, 0269,    0,    0,  37
WP, 17, 2013091818, 03, HWRF, 000, 172N, 1286E,  90,  951, XX,  50, NEQ, 0144, 0111, 0115, 0141,    0,    0,  37
WP, 17, 2013091818, 03, HWRF, 000, 172N, 1286E,  90,  951, XX,  64, NEQ, 0118, 0074, 0086, 0109,    0,    0,  37
WP, 17, 2013091818, 03, HWRF, 006, 174N, 1278E,  91,  951, XX,  34, NEQ, 0252, 0282, 0290, 0247,    0,    0,  55
WP, 17, 2013091818, 03, HWRF, 006, 174N, 1278E,  91,  951, XX,  50, NEQ, 0131, 0126, 0126, 0129,    0,    0,  55
WP, 17, 2013091818, 03, HWRF, 006, 174N, 1278E,  91,  951, XX,  64, NEQ, 0081, 0092, 0102, 0089,    0,    0,  55
WP, 17, 2013091818, 03, HWRF, 012, 178N, 1270E,  94,  946, XX,  34, NEQ, 0274, 0289, 0245, 0263,    0,    0,  80
WP, 17, 2013091818, 03, HWRF, 012, 178N, 1270E,  94,  946, XX,  50, NEQ, 0132, 0128, 0125, 0124,    0,    0,  80
WP, 17, 2013091818, 03, HWRF, 012, 178N, 1270E,  94,  946, XX,  64, NEQ, 0097, 0100, 0083, 0095,    0,    0,  80
WP, 17, 2013091818, 03, HWRF, 018, 183N, 1265E, 103,  943, XX,  34, NEQ, 0251, 0270, 0278, 0250,    0,    0,  57
WP, 17, 2013091818, 03, HWRF, 018, 183N, 1265E, 103,  943, XX,  50, NEQ, 0114, 0131, 0131, 0132,    0,    0,  57
WP, 17, 2013091818, 03, HWRF, 018, 183N, 1265E, 103,  943, XX,  64, NEQ, 0072, 0096, 0092, 0089,    0,    0,  57
WP, 17, 2013091818, 03, HWRF, 024, 188N, 1257E,  96,  939, XX,  34, NEQ, 0263, 0343, 0276, 0246,    0,    0,  47
WP, 17, 2013091818, 03, HWRF, 024, 188N, 1257E,  96,  939, XX,  50, NEQ, 0131, 0127, 0128, 0134,    0,    0,  47
WP, 17, 2013091818, 03, HWRF, 024, 188N, 1257E,  96,  939, XX,  64, NEQ, 0099, 0093, 0091, 0098,    0,    0,  47
WP, 17, 2013091818, 03, HWRF, 030, 193N, 1249E, 104,  939, XX,  34, NEQ, 0242, 0345, 0284, 0295,    0,    0,  49
WP, 17, 2013091818, 03, HWRF, 030, 193N, 1249E, 104,  939, XX,  50, NEQ, 0136, 0128, 0122, 0123,    0,    0,  49
WP, 17, 2013091818, 03, HWRF, 030, 193N, 1249E, 104,  939, XX,  64, NEQ, 0089, 0084, 0082, 0088,    0,    0,  49
WP, 17, 2013091818, 03, HWRF, 036, 200N, 1241E, 105,  933, XX,  34, NEQ, 0200, 0316, 0259, 0351,    0,    0,  37
WP, 17, 2013091818, 03, HWRF, 036, 200N, 1241E, 105,  933, XX,  50, NEQ, 0123, 0125, 0143, 0119,    0,    0,  37
WP, 17, 2013091818, 03, HWRF, 036, 200N, 1241E, 105,  933, XX,  64, NEQ, 0095, 0098, 0105, 0089,    0,    0,  37
WP, 17, 2013091818, 03, HWRF, 042, 204N, 1234E, 115,  930, XX,  34, NEQ, 0191, 0268, 0268, 0316,    0,    0,  40
WP, 17, 2013091818, 03, HWRF, 042, 204N, 1234E, 115,  930, XX,  50, NEQ, 0120, 0127, 0137, 0116,    0,    0,  40
WP, 17, 2013091818, 03, HWRF, 042, 204N, 1234E, 115,  930, XX,  64, NEQ, 0091, 0097, 0107, 0087,    0,    0,  40
WP, 17, 2013091818, 03, HWRF, 048, 210N, 1227E, 116,  931, XX,  34, NEQ, 0188, 0296, 0294, 0312,    0,    0,  44
WP, 17, 2013091818, 03, HWRF, 048, 210N, 1227E, 116,  931, XX,  50, NEQ, 0120, 0129, 0138, 0126,    0,    0,  44
WP, 17, 2013091818, 03, HWRF, 048, 210N, 1227E, 116,  931, XX,  64, NEQ, 0087, 0094, 0096, 0091,    0,    0,  44
WP, 17, 2013091818, 03, HWRF, 054, 213N, 1218E, 106,  934, XX,  34, NEQ, 0184, 0307, 0292, 0285,    0,    0,  35
WP, 17, 2013091818, 03, HWRF, 054, 213N, 1218E, 106,  934, XX,  50, NEQ, 0116, 0124, 0124, 0186,    0,    0,  35
WP, 17, 2013091818, 03, HWRF, 054, 213N, 1218E, 106,  934, XX,  64, NEQ, 0088, 0093, 0088, 0091,    0,    0,  35
WP, 17, 2013091818, 03, HWRF, 060, 218N, 1210E,  99,  937, XX,  34, NEQ, 0223, 0267, 0221, 0264,    0,    0,  43
WP, 17, 2013091818, 03, HWRF, 060, 218N, 1210E,  99,  937, XX,  50, NEQ, 0145, 0099, 0130, 0177,    0,    0,  43
WP, 17, 2013091818, 03, HWRF, 060, 218N, 1210E,  99,  937, XX,  64, NEQ, 0066, 0075, 0088, 0103,    0,    0,  43
WP, 17, 2013091818, 03, HWRF, 066, 221N, 1201E,  92,  947, XX,  34, NEQ, 0235, 0214, 0185, 0235,    0,    0,  54
WP, 17, 2013091818, 03, HWRF, 066, 221N, 1201E,  92,  947, XX,  50, NEQ, 0173, 0104, 0111, 0166,    0,    0,  54
WP, 17, 2013091818, 03, HWRF, 066, 221N, 1201E,  92,  947, XX,  64, NEQ, 0134, 0076, 0071, 0093,    0,    0,  54
WP, 17, 2013091818, 03, HWRF, 072, 224N, 1193E,  90,  946, XX,  34, NEQ, 0212, 0243, 0176, 0165,    0,    0,  55
WP, 17, 2013091818, 03, HWRF, 072, 224N, 1193E,  90,  946, XX,  50, NEQ, 0158, 0103, 0102, 0142,    0,    0,  55
WP, 17, 2013091818, 03, HWRF, 072, 224N, 1193E,  90,  946, XX,  64, NEQ, 0062, 0083, 0077, 0095,    0,    0,  55
WP, 17, 2013091818, 03, HWRF, 078, 226N, 1187E,  90,  949, XX,  34, NEQ, 0227, 0188, 0155, 0145,    0,    0,  42
WP, 17, 2013091818, 03, HWRF, 078, 226N, 1187E,  90,  949, XX,  50, NEQ, 0113, 0096, 0104, 0115,    0,    0,  42
WP, 17, 2013091818, 03, HWRF, 078, 226N, 1187E,  90,  949, XX,  64, NEQ, 0075, 0077, 0079, 0086,    0,    0,  42
WP, 17, 2013091818, 03, HWRF, 084, 229N, 1181E,  82,  951, XX,  34, NEQ, 0233, 0157, 0170, 0128,    0,    0,  38
WP, 17, 2013091818, 03, HWRF, 084, 229N, 1181E,  82,  951, XX,  50, NEQ, 0092, 0092, 0106, 0081,    0,    0,  38
WP, 17, 2013091818, 03, HWRF, 084, 229N, 1181E,  82,  951, XX,  64, NEQ, 0056, 0062, 0063, 0060,    0,    0,  38
WP, 17, 2013091818, 03, HWRF, 090, 232N, 1174E,  79,  958, XX,  34, NEQ, 0169, 0148, 0153, 0113,    0,    0,  34
WP, 17, 2013091818, 03, HWRF, 090, 232N, 1174E,  79,  958, XX,  50, NEQ, 0066, 0091, 0091, 0052,    0,    0,  34
WP, 17, 2013091818, 03, HWRF, 090, 232N, 1174E,  79,  958, XX,  64, NEQ, 0045, 0054, 0050, 0037,    0,    0,  34
WP, 17, 2013091818, 03, HWRF, 096, 235N, 1164E,  60,  961, XX,  34, NEQ, 0139, 0148, 0156, 0070,    0,    0,  35
WP, 17, 2013091818, 03, HWRF, 096, 235N, 1164E,  60,  961, XX,  50, NEQ, 0000, 0072, 0073, 0000,    0,    0,  35
WP, 17, 2013091818, 03, HWRF, 102, 235N, 1153E,  51,  971, XX,  34, NEQ, 0134, 0132, 0107, 0080,    0,    0,  42
WP, 17, 2013091818, 03, HWRF, 102, 235N, 1153E,  51,  971, XX,  50, NEQ, 0000, 0044, 0000, 0000,    0,    0,  42
WP, 17, 2013091818, 03, HWRF, 108, 235N, 1144E,  41,  975, XX,  34, NEQ, 0000, 0087, 0091, 0086,    0,    0,  58
WP, 17, 2013091818, 03, HWRF, 114, 235N, 1137E,  36,  982, XX,  34, NEQ, 0000, 0076, 0072, 0139,    0,    0,  43
WP, 17, 2013091818, 03, HWRF, 120, 235N, 1131E,  34,  985, XX,  34, NEQ, 0000, 0000, 0000, 0200,    0,    0, 108
WP, 17, 2013091818, 03, HWRF, 126, 232N, 1124E,  28,  991, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0,  98
WP, 17, 2013091900, 03, HWRF, 000, 171N, 1281E,  90,  952, XX,  34, NEQ, 0275, 0263, 0264, 0273,    0,    0,  52
WP, 17, 2013091900, 03, HWRF, 000, 171N, 1281E,  90,  952, XX,  50, NEQ, 0129, 0125, 0127, 0128,    0,    0,  52
WP, 17, 2013091900, 03, HWRF, 000, 171N, 1281E,  90,  952, XX,  64, NEQ, 0080, 0092, 0103, 0086,    0,    0,  52
WP, 17, 2013091900, 03, HWRF, 006, 175N, 1275E,  97,  945, XX,  34, NEQ, 0274, 0275, 0273, 0267,    0,    0,  68
WP, 17, 2013091900, 03, HWRF, 006, 175N, 1275E,  97,  945, XX,  50, NEQ, 0127, 0137, 0136, 0115,    0,    0,  68
WP, 17, 2013091900, 03, HWRF, 006, 175N, 1275E,  97,  945, XX,  64, NEQ, 0089, 0093, 0089, 0092,    0,    0,  68
WP, 17, 2013091900, 03, HWRF, 012, 181N, 1269E, 111,  941, XX,  34, NEQ, 0258, 0248, 0250, 0258,    0,    0,  54
WP, 17, 2013091900, 03, HWRF, 012, 181N, 1269E, 111,  941, XX,  50, NEQ, 0128, 0125, 0127, 0129,    0,    0,  54
WP, 17, 2013091900, 03, HWRF, 012, 181N, 1269E, 111,  941, XX,  64, NEQ, 0076, 0093, 0090, 0086,    0,    0,  54
WP, 17, 2013091900, 03, HWRF, 018, 186N, 1260E, 103,  933, XX,  34, NEQ, 0253, 0272, 0267, 0229,    0,    0,  46
WP, 17, 2013091900, 03, HWRF, 018, 186N, 1260E, 103,  933, XX,  50, NEQ, 0130, 0128, 0128, 0114,    0,    0,  46
WP, 17, 2013091900, 03, HWRF, 018, 186N, 1260E, 103,  933, XX,  64, NEQ, 0081, 0090, 0094, 0085,    0,    0,  46
WP, 17, 2013091900, 03, HWRF, 024, 192N, 1251E, 110,  934, XX,  34, NEQ, 0242, 0268, 0211, 0300,    0,    0,  43
WP, 17, 2013091900, 03, HWRF, 024, 192N, 1251E, 110,  934, XX,  50, NEQ, 0135, 0134, 0120, 0128,    0,    0,  43
WP, 17, 2013091900, 03, HWRF, 024, 192N, 1251E, 110,  934, XX,  64, NEQ, 0096, 0093, 0090, 0096,    0,    0,  43
WP, 17, 2013091900, 03, HWRF, 030, 198N, 1241E,  99,  929, XX,  34, NEQ, 0216, 0206, 0251, 0241,    0,    0,  33
WP, 17, 2013091900, 03, HWRF, 030, 198N, 1241E,  99,  929, XX,  50, NEQ, 0131, 0126, 0175, 0120,    0,    0,  33
WP, 17, 2013091900, 03, HWRF, 030, 198N, 1241E,  99,  929, XX,  64, NEQ, 0092, 0089, 0091, 0089,    0,    0,  33
WP, 17, 2013091900, 03, HWRF, 036, 201N, 1233E, 117,  928, XX,  34, NEQ, 0204, 0262, 0262, 0319,    0,    0,  44
WP, 17, 2013091900, 03, HWRF, 036, 201N, 1233E, 117,  928, XX,  50, NEQ, 0122, 0121, 0166, 0125,    0,    0,  44
WP, 17, 2013091900, 03, HWRF, 036, 201N, 1233E, 117,  928, XX,  64, NEQ, 0091, 0093, 0102, 0096,    0,    0,  44
WP, 17, 2013091900, 03, HWRF, 042, 205N, 1225E, 113,  926, XX,  34, NEQ, 0188, 0276, 0269, 0322,    0,    0,  45
WP, 17, 2013091900, 03, HWRF, 042, 205N, 1225E, 113,  926, XX,  50, NEQ, 0123, 0120, 0127, 0121,    0,    0,  45
WP, 17, 2013091900, 03, HWRF, 042, 205N, 1225E, 113,  926, XX,  64, NEQ, 0092, 0096, 0099, 0088,    0,    0,  45
WP, 17, 2013091900, 03, HWRF, 048, 210N, 1216E, 117,  929, XX,  34, NEQ, 0184, 0294, 0267, 0276,    0,    0,  47
WP, 17, 2013091900, 03, HWRF, 048, 210N, 1216E, 117,  929, XX,  50, NEQ, 0117, 0122, 0121, 0122,    0,    0,  47
WP, 17, 2013091900, 03, HWRF, 048, 210N, 1216E, 117,  929, XX,  64, NEQ, 0091, 0089, 0089, 0099,    0,    0,  47
WP, 17, 2013091900, 03, HWRF, 054, 213N, 1208E, 111,  930, XX,  34, NEQ, 0238, 0279, 0199, 0258,    0,    0,  44
WP, 17, 2013091900, 03, HWRF, 054, 213N, 1208E, 111,  930, XX,  50, NEQ, 0137, 0107, 0106, 0191,    0,    0,  44
WP, 17, 2013091900, 03, HWRF, 054, 213N, 1208E, 111,  930, XX,  64, NEQ, 0134, 0082, 0084, 0077,    0,    0,  44
WP, 17, 2013091900, 03, HWRF, 060, 215N, 1198E,  97,  938, XX,  34, NEQ, 0235, 0187, 0181, 0234,    0,    0,  33
WP, 17, 2013091900, 03, HWRF, 060, 215N, 1198E,  97,  938, XX,  50, NEQ, 0188, 0105, 0107, 0156,    0,    0,  33
WP, 17, 2013091900, 03, HWRF, 060, 215N, 1198E,  97,  938, XX,  64, NEQ, 0137, 0072, 0079, 0083,    0,    0,  33
WP, 17, 2013091900, 03, HWRF, 066, 214N, 1189E,  93,  939, XX,  34, NEQ, 0273, 0185, 0167, 0232,    0,    0,  42
WP, 17, 2013091900, 03, HWRF, 066, 214N, 1189E,  93,  939, XX,  50, NEQ, 0166, 0095, 0109, 0141,    0,    0,  42
WP, 17, 2013091900, 03, HWRF, 066, 214N, 1189E,  93,  939, XX,  64, NEQ, 0073, 0078, 0083, 0087,    0,    0,  42
WP, 17, 2013091900, 03, HWRF, 072, 216N, 1183E,  98,  943, XX,  34, NEQ, 0260, 0183, 0169, 0175,    0,    0,  40
WP, 17, 2013091900, 03, HWRF, 072, 216N, 1183E,  98,  943, XX,  50, NEQ, 0112, 0092, 0102, 0111,    0,    0,  40
WP, 17, 2013091900, 03, HWRF, 072, 216N, 1183E,  98,  943, XX,  64, NEQ, 0064, 0073, 0079, 0074,    0,    0,  40
WP, 17, 2013091900, 03, HWRF, 078, 220N, 1176E,  83,  946, XX,  34, NEQ, 0212, 0186, 0169, 0172,    0,    0,  34
WP, 17, 2013091900, 03, HWRF, 078, 220N, 1176E,  83,  946, XX,  50, NEQ, 0101, 0090, 0098, 0095,    0,    0,  34
WP, 17, 2013091900, 03, HWRF, 078, 220N, 1176E,  83,  946, XX,  64, NEQ, 0067, 0069, 0070, 0062,    0,    0,  34
WP, 17, 2013091900, 03, HWRF, 084, 222N, 1168E,  82,  951, XX,  34, NEQ, 0172, 0160, 0170, 0173,    0,    0,  35
WP, 17, 2013091900, 03, HWRF, 084, 222N, 1168E,  82,  951, XX,  50, NEQ, 0096, 0091, 0097, 0096,    0,    0,  35
WP, 17, 2013091900, 03, HWRF, 084, 222N, 1168E,  82,  951, XX,  64, NEQ, 0066, 0063, 0064, 0062,    0,    0,  35
WP, 17, 2013091900, 03, HWRF, 090, 224N, 1159E,  78,  952, XX,  34, NEQ, 0138, 0147, 0165, 0131,    0,    0,  35
WP, 17, 2013091900, 03, HWRF, 090, 224N, 1159E,  78,  952, XX,  50, NEQ, 0092, 0100, 0092, 0082,    0,    0,  35
WP, 17, 2013091900, 03, HWRF, 090, 224N, 1159E,  78,  952, XX,  64, NEQ, 0056, 0056, 0052, 0034,    0,    0,  35
WP, 17, 2013091900, 03, HWRF, 096, 226N, 1148E,  65,  959, XX,  34, NEQ, 0153, 0153, 0132, 0141,    0,    0,  36
WP, 17, 2013091900, 03, HWRF, 096, 226N, 1148E,  65,  959, XX,  50, NEQ, 0074, 0074, 0079, 0079,    0,    0,  36
WP, 17, 2013091900, 03, HWRF, 096, 226N, 1148E,  65,  959, XX,  64, NEQ, 0000, 0000, 0048, 0000,    0,    0,  36
WP, 17, 2013091900, 03, HWRF, 102, 227N, 1138E,  57,  963, XX,  34, NEQ, 0125, 0125, 0110, 0172,    0,    0,  44
WP, 17, 2013091900, 03, HWRF, 102, 227N, 1138E,  57,  963, XX,  50, NEQ, 0057, 0065, 0057, 0000,    0,    0,  44
WP, 17, 2013091900, 03, HWRF, 108, 226N, 1129E,  50,  969, XX,  34, NEQ, 0119, 0115, 0123, 0087,    0,    0,  40
