SH, 11, 2018030500, 03, FP18, 018, 226S,  519E,  69,  986, XX,  34, NEQ, 0246, 0264, 0216, 0166
SH, 11, 2018030500, 03, FP18, 018, 226S,  519E,  69,  986, XX,  50, NEQ, 0123, 0144, 0149, 0067
SH, 11, 2018030500, 03, FP18, 018, 226S,  519E,  69,  986, XX,  64, NEQ, 0000, 0000, 0070, 0000
SH, 11, 2018030500, 03, FP18, 024, 232S,  523E,  60,  984, XX,  34, NEQ, 0295, 0266, 0231, 0223
SH, 11, 2018030500, 03, FP18, 024, 232S,  523E,  60,  984, XX,  50, NEQ, 0122, 0000, 0000, 0103
SH, 11, 2018030500, 03, FP18, 030, 238S,  531E,  65,  982, XX,  34, NEQ, 0255, 0259, 0257, 0260
SH, 11, 2018030500, 03, FP18, 030, 238S,  531E,  65,  982, XX,  50, NEQ, 0167, 0129, 0130, 0000
SH, 11, 2018030500, 03, FP18, 030, 238S,  531E,  65,  982, XX,  64, NEQ, 0000, 0058, 0000, 0000
SH, 11, 2018030500, 03, FP18, 036, 244S,  541E,  64,  978, XX,  34, NEQ, 0284, 0265, 0245, 0266
SH, 11, 2018030500, 03, FP18, 036, 244S,  541E,  64,  978, XX,  50, NEQ, 0144, 0186, 0167, 0079
SH, 11, 2018030500, 03, FP18, 042, 251S,  551E,  72,  974, XX,  34, NEQ, 0294, 0255, 0256, 0234
SH, 11, 2018030500, 03, FP18, 042, 251S,  551E,  72,  974, XX,  50, NEQ, 0175, 0204, 0148, 0123
SH, 11, 2018030500, 03, FP18, 042, 251S,  551E,  72,  974, XX,  64, NEQ, 0086, 0000, 0091, 0063
SH, 11, 2018030500, 03, FP18, 048, 261S,  556E,  67,  970, XX,  34, NEQ, 0280, 0358, 0258, 0260
SH, 11, 2018030500, 03, FP18, 048, 261S,  556E,  67,  970, XX,  50, NEQ, 0222, 0188, 0184, 0078
SH, 11, 2018030500, 03, FP18, 048, 261S,  556E,  67,  970, XX,  64, NEQ, 0000, 0000, 0073, 0000
SH, 11, 2018030500, 03, FP18, 054, 274S,  562E,  68,  971, XX,  34, NEQ, 0333, 0278, 0250, 0268
SH, 11, 2018030500, 03, FP18, 054, 274S,  562E,  68,  971, XX,  50, NEQ, 0145, 0156, 0132, 0122
SH, 11, 2018030500, 03, FP18, 054, 274S,  562E,  68,  971, XX,  64, NEQ, 0000, 0117, 0000, 0074
SH, 11, 2018030500, 03, FP18, 060, 283S,  570E,  63,  969, XX,  34, NEQ, 0280, 0284, 0267, 0277
SH, 11, 2018030500, 03, FP18, 060, 283S,  570E,  63,  969, XX,  50, NEQ, 0139, 0182, 0147, 0124
SH, 11, 2018030500, 03, FP18, 066, 292S,  578E,  59,  970, XX,  34, NEQ, 0260, 0255, 0226, 0254
SH, 11, 2018030500, 03, FP18, 066, 292S,  578E,  59,  970, XX,  50, NEQ, 0134, 0161, 0145, 0124
SH, 11, 2018030500, 03, FP18, 072, 304S,  585E,  57,  968, XX,  34, NEQ, 0468, 0250, 0242, 0290
SH, 11, 2018030500, 03, FP18, 072, 304S,  585E,  57,  968, XX,  50, NEQ, 0165, 0204, 0000, 0098
SH, 11, 2018030500, 03, FP18, 078, 319S,  591E,  57,  971, XX,  34, NEQ, 0279, 0287, 0288, 0282
SH, 11, 2018030500, 03, FP18, 078, 319S,  591E,  57,  971, XX,  50, NEQ, 0159, 0124, 0000, 0000
SH, 11, 2018030500, 03, FP18, 084, 339S,  598E,  53,  969, XX,  34, NEQ, 0284, 0286, 0251, 0270
SH, 11, 2018030500, 03, FP18, 084, 339S,  598E,  53,  969, XX,  50, NEQ, 0000, 0161, 0000, 0000
SH, 11, 2018030500, 03, FP18, 090, 363S,  601E,  56,  969, XX,  34, NEQ, 0257, 0293, 0212, 0260
SH, 11, 2018030500, 03, FP18, 090, 363S,  601E,  56,  969, XX,  50, NEQ, 0142, 0201, 0106, 0000
SH, 11, 2018030500, 03, FP18, 096, 390S,  604E,  60,  964, XX,  34, NEQ, 0436, 0333, 0188, 0266
SH, 11, 2018030500, 03, FP18, 096, 390S,  604E,  60,  964, XX,  50, NEQ, 0224, 0225, 0110, 0161
SH, 11, 2018030500, 03, FP18, 102, 410S,  613E,  54,  966, XX,  34, NEQ, 0287, 0314, 0192, 0245
SH, 11, 2018030500, 03, FP18, 102, 410S,  613E,  54,  966, XX,  50, NEQ, 0000, 0245, 0119, 0123
SH, 11, 2018030500, 03, FP18, 108, 429S,  634E,  53,  966, XX,  34, NEQ, 0314, 0256, 0218, 0260
SH, 11, 2018030500, 03, FP18, 108, 429S,  634E,  53,  966, XX,  50, NEQ, 0174, 0210, 0000, 0174
SH, 11, 2018030500, 03, FP18, 114, 448S,  664E,  51,  971, XX,  34, NEQ, 0310, 0371, 0197, 0255
SH, 11, 2018030500, 03, FP18, 114, 448S,  664E,  51,  971, XX,  50, NEQ, 0126, 0000, 0143, 0000
SH, 11, 2018030500, 03, FP18, 120, 474S,  701E,  47,  978, XX,  34, NEQ, 0361, 0258, 0000, 0340
SH, 11, 2018030500, 03, FP18, 126, 501S,  748E,  45,  982, XX,  34, NEQ, 0260, 0330, 0000, 0197
SH, 11, 2018030500, 03, FP18, 132, 526S,  817E,  46,  979, XX,  34, NEQ, 0375, 0231, 0000, 0158
SH, 11, 2018030500, 03, FP19, 000, 201S,  511E,  67,  989, XX,  34, NEQ, 0255, 0255, 0260, 0250
SH, 11, 2018030500, 03, FP19, 000, 201S,  511E,  67,  989, XX,  50, NEQ, 0169, 0180, 0075, 0090
SH, 11, 2018030500, 03, FP19, 000, 201S,  511E,  67,  989, XX,  64, NEQ, 0070, 0000, 0000, 0072
SH, 11, 2018030500, 03, FP19, 006, 215S,  513E,  68,  987, XX,  34, NEQ, 0314, 0309, 0232, 0152
SH, 11, 2018030500, 03, FP19, 006, 215S,  513E,  68,  987, XX,  50, NEQ, 0140, 0000, 0000, 0000
SH, 11, 2018030500, 03, FP19, 006, 215S,  513E,  68,  987, XX,  64, NEQ, 0099, 0000, 0000, 0000
SH, 11, 2018030500, 03, FP19, 012, 223S,  514E,  69,  984, XX,  34, NEQ, 0258, 0285, 0237, 0165
SH, 11, 2018030500, 03, FP19, 012, 223S,  514E,  69,  984, XX,  50, NEQ, 0166, 0150, 0131, 0041
SH, 11, 2018030500, 03, FP19, 012, 223S,  514E,  69,  984, XX,  64, NEQ, 0000, 0107, 0000, 0000
SH, 11, 2018030500, 03, FP19, 018, 231S,  519E,  64,  982, XX,  34, NEQ, 0260, 0308, 0258, 0194
SH, 11, 2018030500, 03, FP19, 018, 231S,  519E,  64,  982, XX,  50, NEQ, 0137, 0178, 0146, 0074
SH, 11, 2018030500, 03, FP19, 018, 231S,  519E,  64,  982, XX,  64, NEQ, 0000, 0086, 0000, 0000
SH, 11, 2018030500, 03, FP19, 024, 239S,  523E,  68,  982, XX,  34, NEQ, 0290, 0285, 0234, 0216
SH, 11, 2018030500, 03, FP19, 024, 239S,  523E,  68,  982, XX,  50, NEQ, 0210, 0130, 0094, 0107
SH, 11, 2018030500, 03, FP19, 024, 239S,  523E,  68,  982, XX,  64, NEQ, 0000, 0115, 0000, 0000
SH, 11, 2018030500, 03, FP19, 030, 247S,  532E,  67,  983, XX,  34, NEQ, 0284, 0275, 0263, 0234
SH, 11, 2018030500, 03, FP19, 030, 247S,  532E,  67,  983, XX,  50, NEQ, 0110, 0141, 0117, 0070
SH, 11, 2018030500, 03, FP19, 030, 247S,  532E,  67,  983, XX,  64, NEQ, 0000, 0068, 0000, 0000
SH, 11, 2018030500, 03, FP19, 036, 255S,  540E,  63,  981, XX,  34, NEQ, 0269, 0284, 0236, 0188
SH, 11, 2018030500, 03, FP19, 036, 255S,  540E,  63,  981, XX,  50, NEQ, 0112, 0152, 0111, 0098
SH, 11, 2018030500, 03, FP19, 042, 261S,  548E,  69,  982, XX,  34, NEQ, 0260, 0257, 0263, 0216
SH, 11, 2018030500, 03, FP19, 042, 261S,  548E,  69,  982, XX,  50, NEQ, 0080, 0139, 0140, 0108
SH, 11, 2018030500, 03, FP19, 042, 261S,  548E,  69,  982, XX,  64, NEQ, 0000, 0000, 0095, 0000
SH, 11, 2018030500, 03, FP19, 048, 266S,  553E,  64,  979, XX,  34, NEQ, 0275, 0274, 0243, 0208
SH, 11, 2018030500, 03, FP19, 048, 266S,  553E,  64,  979, XX,  50, NEQ, 0102, 0081, 0129, 0102
SH, 11, 2018030500, 03, FP19, 048, 266S,  553E,  64,  979, XX,  64, NEQ, 0000, 0000, 0071, 0000
SH, 11, 2018030500, 03, FP19, 054, 276S,  561E,  61,  981, XX,  34, NEQ, 0280, 0279, 0223, 0195
SH, 11, 2018030500, 03, FP19, 054, 276S,  561E,  61,  981, XX,  50, NEQ, 0108, 0000, 0071, 0115
SH, 11, 2018030500, 03, FP19, 060, 288S,  570E,  51,  979, XX,  34, NEQ, 0268, 0213, 0189, 0172
SH, 11, 2018030500, 03, FP19, 060, 288S,  570E,  51,  979, XX,  50, NEQ, 0000, 0000, 0000, 0106
SH, 11, 2018030500, 03, FP19, 066, 298S,  580E,  56,  978, XX,  34, NEQ, 0276, 0364, 0212, 0200
SH, 11, 2018030500, 03, FP19, 066, 298S,  580E,  56,  978, XX,  50, NEQ, 0117, 0070, 0000, 0000
SH, 11, 2018030500, 03, FP19, 072, 316S,  586E,  51,  975, XX,  34, NEQ, 0250, 0308, 0232, 0254
SH, 11, 2018030500, 03, FP19, 072, 316S,  586E,  51,  975, XX,  50, NEQ, 0098, 0128, 0000, 0000
SH, 11, 2018030500, 03, FP19, 078, 334S,  591E,  57,  975, XX,  34, NEQ, 0395, 0260, 0226, 0260
SH, 11, 2018030500, 03, FP19, 078, 334S,  591E,  57,  975, XX,  50, NEQ, 0196, 0151, 0000, 0000
SH, 11, 2018030500, 03, FP19, 084, 351S,  595E,  55,  972, XX,  34, NEQ, 0258, 0260, 0240, 0257
SH, 11, 2018030500, 03, FP19, 084, 351S,  595E,  55,  972, XX,  50, NEQ, 0000, 0169, 0149, 0000
SH, 11, 2018030500, 03, FP19, 090, 371S,  595E,  53,  972, XX,  34, NEQ, 0252, 0285, 0250, 0246
SH, 11, 2018030500, 03, FP19, 090, 371S,  595E,  53,  972, XX,  50, NEQ, 0000, 0225, 0140, 0121
SH, 11, 2018030500, 03, FP19, 096, 389S,  598E,  58,  969, XX,  34, NEQ, 0257, 0340, 0206, 0250
SH, 11, 2018030500, 03, FP19, 096, 389S,  598E,  58,  969, XX,  50, NEQ, 0000, 0251, 0130, 0127
SH, 11, 2018030500, 03, FP19, 102, 407S,  602E,  50,  971, XX,  34, NEQ, 0287, 0260, 0206, 0233
SH, 11, 2018030500, 03, FP19, 102, 407S,  602E,  50,  971, XX,  50, NEQ, 0000, 0260, 0000, 0110
SH, 11, 2018030500, 03, FP19, 108, 425S,  617E,  45,  972, XX,  34, NEQ, 0362, 0255, 0223, 0268
SH, 11, 2018030500, 03, FP19, 114, 448S,  631E,  45,  975, XX,  34, NEQ, 0260, 0342, 0191, 0268
SH, 11, 2018030500, 03, FP19, 120, 480S,  647E,  42,  972, XX,  34, NEQ, 0260, 0255, 0000, 0268
SH, 11, 2018030500, 03, FP19, 126, 512S,  659E,  43,  970, XX,  34, NEQ, 0279, 0269, 0000, 0197
SH, 11, 2018030500, 03, FP19, 132, 543S,  661E,  39,  964, XX,  34, NEQ, 0337, 0258, 0107, 0210
SH, 11, 2018030500, 03, FP19, 138, 564S,  654E,  40,  956, XX,  34, NEQ, 0314, 0214, 0000, 0308
SH, 11, 2018030500, 03, FP19, 144, 573S,  651E,  42,  948, XX,  34, NEQ, 0500, 0224, 0000, 0404
SH, 11, 2018030500, 03, FP19, 150, 579S,  662E,  38,  947, XX,  34, NEQ, 0340, 0000, 0000, 0259
SH, 11, 2018030500, 03, FP19, 156, 584S,  691E,  44,  951, XX,  34, NEQ, 0565, 0000, 0000, 0287
SH, 11, 2018030500, 03, FP19, 162, 588S,  724E,  41,  954, XX,  34, NEQ, 0363, 0000, 0281, 0257
SH, 11, 2018030500, 03, FP19, 168, 588S,  756E,  38,  958, XX,  34, NEQ, 0253, 0000, 0000, 0232
SH, 11, 2018030500, 03, FP19, 174, 580S,  782E,  32,  963, XX,  34, NEQ, 0261, 0000, 0000, 0000
SH, 11, 2018030500, 03, FP19, 180, 575S,  814E,  28,  972, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 11, 2018030500, 03, FP19, 186, 567S,  846E,  25,  980, XX,  34, NEQ, 0000, 0000, 0000, 0220
SH, 11, 2018030500, 03, FP19, 192, 556S,  885E,  25,  987, XX,  34, NEQ, 0000, 0000, 0000, 0269
SH, 11, 2018030500, 03, FP19, 198, 538S,  920E,  28,  991, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 11, 2018030500, 03, FP19, 204, 534S,  963E,  25,  993, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 11, 2018030500, 03, FP19, 210, 532S, 1010E,  23,  996, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 11, 2018030500, 03, FP19, 216, 526S, 1051E,  22, 1000, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 11, 2018030500, 03, FP19, 222, 526S, 1101E,  22, 1001, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 11, 2018030500, 03, FP19, 228, 524S, 1137E,  21, 1001, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 11, 2018030500, 03, FP20, 000, 201S,  510E,  78,  988, XX,  34, NEQ, 0260, 0255, 0260, 0193
SH, 11, 2018030500, 03, FP20, 000, 201S,  510E,  78,  988, XX,  50, NEQ, 0147, 0000, 0123, 0094
SH, 11, 2018030500, 03, FP20, 000, 201S,  510E,  78,  988, XX,  64, NEQ, 0060, 0000, 0090, 0066
SH, 11, 2018030500, 03, FP20, 006, 212S,  514E,  64,  985, XX,  34, NEQ, 0281, 0285, 0238, 0194
SH, 11, 2018030500, 03, FP20, 006, 212S,  514E,  64,  985, XX,  50, NEQ, 0159, 0088, 0079, 0081
SH, 11, 2018030500, 03, FP20, 012, 220S,  519E,  72,  981, XX,  34, NEQ, 0297, 0322, 0246, 0186
SH, 11, 2018030500, 03, FP20, 012, 220S,  519E,  72,  981, XX,  50, NEQ, 0170, 0126, 0160, 0000
SH, 11, 2018030500, 03, FP20, 012, 220S,  519E,  72,  981, XX,  64, NEQ, 0000, 0074, 0000, 0000
SH, 11, 2018030500, 03, FP20, 018, 227S,  521E,  66,  979, XX,  34, NEQ, 0250, 0260, 0280, 0213
SH, 11, 2018030500, 03, FP20, 018, 227S,  521E,  66,  979, XX,  50, NEQ, 0197, 0174, 0178, 0081
SH, 11, 2018030500, 03, FP20, 018, 227S,  521E,  66,  979, XX,  64, NEQ, 0000, 0096, 0000, 0000
SH, 11, 2018030500, 03, FP20, 024, 237S,  522E,  65,  978, XX,  34, NEQ, 0284, 0285, 0267, 0220
SH, 11, 2018030500, 03, FP20, 024, 237S,  522E,  65,  978, XX,  50, NEQ, 0161, 0177, 0167, 0135
SH, 11, 2018030500, 03, FP20, 024, 237S,  522E,  65,  978, XX,  64, NEQ, 0000, 0000, 0076, 0000
SH, 11, 2018030500, 03, FP20, 030, 243S,  524E,  69,  975, XX,  34, NEQ, 0310, 0356, 0260, 0252
SH, 11, 2018030500, 03, FP20, 030, 243S,  524E,  69,  975, XX,  50, NEQ, 0142, 0214, 0165, 0157
SH, 11, 2018030500, 03, FP20, 030, 243S,  524E,  69,  975, XX,  64, NEQ, 0000, 0116, 0120, 0000
SH, 11, 2018030500, 03, FP20, 036, 249S,  530E,  70,  972, XX,  34, NEQ, 0260, 0314, 0286, 0260
SH, 11, 2018030500, 03, FP20, 036, 249S,  530E,  70,  972, XX,  50, NEQ, 0126, 0229, 0149, 0133
SH, 11, 2018030500, 03, FP20, 036, 249S,  530E,  70,  972, XX,  64, NEQ, 0059, 0067, 0088, 0098
SH, 11, 2018030500, 03, FP20, 042, 258S,  537E,  60,  972, XX,  34, NEQ, 0261, 0418, 0286, 0260
SH, 11, 2018030500, 03, FP20, 042, 258S,  537E,  60,  972, XX,  50, NEQ, 0156, 0241, 0159, 0113
SH, 11, 2018030500, 03, FP20, 048, 269S,  538E,  71,  969, XX,  34, NEQ, 0336, 0303, 0283, 0256
SH, 11, 2018030500, 03, FP20, 048, 269S,  538E,  71,  969, XX,  50, NEQ, 0152, 0234, 0169, 0000
SH, 11, 2018030500, 03, FP20, 048, 269S,  538E,  71,  969, XX,  64, NEQ, 0000, 0083, 0083, 0000
SH, 11, 2018030500, 03, FP20, 054, 280S,  540E,  58,  968, XX,  34, NEQ, 0299, 0340, 0285, 0253
SH, 11, 2018030500, 03, FP20, 054, 280S,  540E,  58,  968, XX,  50, NEQ, 0106, 0178, 0159, 0124
SH, 11, 2018030500, 03, FP20, 060, 289S,  541E,  60,  966, XX,  34, NEQ, 0285, 0334, 0267, 0260
SH, 11, 2018030500, 03, FP20, 060, 289S,  541E,  60,  966, XX,  50, NEQ, 0000, 0166, 0178, 0123
SH, 11, 2018030500, 03, FP20, 066, 298S,  542E,  58,  970, XX,  34, NEQ, 0260, 0314, 0259, 0255
SH, 11, 2018030500, 03, FP20, 066, 298S,  542E,  58,  970, XX,  50, NEQ, 0000, 0143, 0175, 0159
SH, 11, 2018030500, 03, FP20, 072, 306S,  542E,  55,  968, XX,  34, NEQ, 0338, 0280, 0283, 0245
SH, 11, 2018030500, 03, FP20, 072, 306S,  542E,  55,  968, XX,  50, NEQ, 0000, 0000, 0158, 0000
SH, 11, 2018030500, 03, FP20, 078, 314S,  545E,  54,  969, XX,  34, NEQ, 0278, 0250, 0250, 0286
SH, 11, 2018030500, 03, FP20, 078, 314S,  545E,  54,  969, XX,  50, NEQ, 0000, 0000, 0203, 0167
SH, 11, 2018030500, 03, FP20, 084, 329S,  553E,  50,  966, XX,  34, NEQ, 0276, 0350, 0255, 0260
SH, 11, 2018030500, 03, FP20, 084, 329S,  553E,  50,  966, XX,  50, NEQ, 0000, 0187, 0000, 0000
SH, 11, 2018030500, 03, FP20, 090, 347S,  556E,  57,  966, XX,  34, NEQ, 0365, 0340, 0284, 0260
SH, 11, 2018030500, 03, FP20, 090, 347S,  556E,  57,  966, XX,  50, NEQ, 0197, 0215, 0000, 0000
SH, 11, 2018030500, 03, FP20, 096, 362S,  561E,  52,  963, XX,  34, NEQ, 0255, 0410, 0248, 0260
SH, 11, 2018030500, 03, FP20, 096, 362S,  561E,  52,  963, XX,  50, NEQ, 0000, 0198, 0000, 0124
SH, 11, 2018030500, 03, FP20, 102, 381S,  572E,  48,  967, XX,  34, NEQ, 0285, 0340, 0236, 0319
SH, 11, 2018030500, 03, FP20, 102, 381S,  572E,  48,  967, XX,  50, NEQ, 0000, 0234, 0000, 0000
SH, 11, 2018030500, 03, FP20, 108, 401S,  593E,  53,  968, XX,  34, NEQ, 0260, 0401, 0249, 0319
SH, 11, 2018030500, 03, FP20, 108, 401S,  593E,  53,  968, XX,  50, NEQ, 0147, 0219, 0000, 0000
SH, 11, 2018030500, 03, FP20, 114, 428S,  613E,  50,  971, XX,  34, NEQ, 0260, 0260, 0255, 0260
SH, 11, 2018030500, 03, FP20, 114, 428S,  613E,  50,  971, XX,  50, NEQ, 0258, 0251, 0000, 0000
SH, 11, 2018030500, 03, FP20, 120, 464S,  633E,  55,  964, XX,  34, NEQ, 0466, 0261, 0223, 0280
SH, 11, 2018030500, 03, FP20, 120, 464S,  633E,  55,  964, XX,  50, NEQ, 0350, 0200, 0000, 0227
SH, 11, 2018030500, 03, FP20, 126, 496S,  649E,  46,  954, XX,  34, NEQ, 0260, 0259, 0281, 0497
SH, 11, 2018030500, 03, FP20, 126, 496S,  649E,  46,  954, XX,  50, NEQ, 0225, 0000, 0000, 0194
SH, 11, 2018030500, 03, FP20, 132, 523S,  683E,  49,  950, XX,  34, NEQ, 0556, 0365, 0271, 0285
SH, 11, 2018030500, 03, FP20, 132, 523S,  683E,  49,  950, XX,  50, NEQ, 0292, 0000, 0000, 0000
SH, 11, 2018030500, 03, FP20, 138, 541S,  732E,  53,  952, XX,  34, NEQ, 0285, 0468, 0256, 0455
SH, 11, 2018030500, 03, FP20, 138, 541S,  732E,  53,  952, XX,  50, NEQ, 0248, 0000, 0000, 0250
SH, 11, 2018030500, 03, FP20, 144, 566S,  794E,  45,  952, XX,  34, NEQ, 0559, 0250, 0257, 0472
SH, 11, 2018030500, 03, FP20, 144, 566S,  794E,  45,  952, XX,  50, NEQ, 0302, 0000, 0000, 0280
SH, 11, 2018030500, 03, FP20, 150, 597S,  855E,  36,  950, XX,  34, NEQ, 0565, 0256, 0258, 0557
SH, 11, 2018030500, 03, FP20, 156, 619S,  920E,  32,  946, XX,  34, NEQ, 0559, 0394, 0338, 0558
SH, 11, 2018030500, 03, FP20, 156, 619S,  920E,  32,  946, XX,  50, NEQ, 0000, 0251, 0248, 0432
SH, 11, 2018030500, 03, FP20, 162, 625S,  964E,  51,  943, XX,  34, NEQ, 0562, 0391, 0304, 0565
SH, 11, 2018030500, 03, FP20, 162, 625S,  964E,  51,  943, XX,  50, NEQ, 0000, 0256, 0286, 0387
SH, 11, 2018030500, 03, FP20, 168, 629S,  980E,  64,  941, XX,  34, NEQ, 0547, 0392, 0248, 0565
SH, 11, 2018030500, 03, FP20, 168, 629S,  980E,  64,  941, XX,  50, NEQ, 0000, 0390, 0132, 0416
SH, 11, 2018030500, 03, FP20, 168, 629S,  980E,  64,  941, XX,  64, NEQ, 0000, 0151, 0000, 0000
SH, 11, 2018030500, 03, FP20, 174, 627S,  995E,  53,  945, XX,  34, NEQ, 0260, 0427, 0488, 0565
SH, 11, 2018030500, 03, FP20, 174, 627S,  995E,  53,  945, XX,  50, NEQ, 0000, 0334, 0139, 0355
SH, 11, 2018030500, 03, FP20, 180, 619S, 1027E,  49,  951, XX,  34, NEQ, 0324, 0426, 0250, 0340
SH, 11, 2018030500, 03, FP20, 180, 619S, 1027E,  49,  951, XX,  50, NEQ, 0000, 0289, 0000, 0252
SH, 11, 2018030500, 03, FP20, 186, 608S, 1076E,  34,  958, XX,  34, NEQ, 0430, 0310, 0287, 0561
SH, 11, 2018030500, 03, FP20, 186, 608S, 1076E,  34,  958, XX,  50, NEQ, 0000, 0000, 0252, 0353
SH, 11, 2018030500, 03, FP20, 192, 593S, 1123E,  34,  965, XX,  34, NEQ, 0261, 0000, 0379, 0564
SH, 11, 2018030500, 03, FP20, 192, 593S, 1123E,  34,  965, XX,  50, NEQ, 0000, 0000, 0000, 0350
SH, 11, 2018030500, 03, FP20, 198, 583S, 1167E,  30,  971, XX,  34, NEQ, 0000, 0000, 0246, 0565
SH, 11, 2018030500, 03, FP20, 204, 577S, 1213E,  23,  978, XX,  34, NEQ, 0000, 0000, 0000, 0565
SH, 11, 2018030500, 03, HWRF, 000, 202S,  511E,  87,  961, XX,  34, NEQ, 0210, 0247, 0201, 0109, 1005,  218,  31,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,   -9999,   -9999,   -9999, N, 10, DT, -999
SH, 11, 2018030500, 03, HWRF, 000, 202S,  511E,  87,  961, XX,  50, NEQ, 0100, 0115, 0106, 0077, 1005,  218,  31,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,   -9999,   -9999,   -9999, N, 10, DT, -999
SH, 11, 2018030500, 03, HWRF, 000, 202S,  511E,  87,  961, XX,  64, NEQ, 0076, 0078, 0049, 0062, 1005,  218,  31,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,   -9999,   -9999,   -9999, N, 10, DT, -999
SH, 11, 2018030500, 03, HWRF, 001, 203S,  512E,  94,  949, XX,  34, NEQ, 0224, 0260, 0207, 0119,  993,   85,  30,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,      52,    1719,    1727, N, 10, DT, -999
SH, 11, 2018030500, 03, HWRF, 001, 203S,  512E,  94,  949, XX,  50, NEQ, 0094, 0102, 0098, 0087,  993,   85,  30,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,      52,    1719,    1727, N, 10, DT, -999
SH, 11, 2018030500, 03, HWRF, 001, 203S,  512E,  94,  949, XX,  64, NEQ, 0067, 0062, 0063, 0068,  993,   85,  30,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,      52,    1719,    1727, N, 10, DT, -999
SH, 11, 2018030500, 03, HWRF, 002, 205S,  513E,  91,  950, XX,  34, NEQ, 0244, 0254, 0214, 0133,  998,  110,  29,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,      -4,    1343,    1983, Y, 10, DT, -999
SH, 11, 2018030500, 03, HWRF, 002, 205S,  513E,  91,  950, XX,  50, NEQ, 0096, 0169, 0102, 0080,  998,  110,  29,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,      -4,    1343,    1983, Y, 10, DT, -999
SH, 11, 2018030500, 03, HWRF, 002, 205S,  513E,  91,  950, XX,  64, NEQ, 0075, 0066, 0071, 0062,  998,  110,  29,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,      -4,    1343,    1983, Y, 10, DT, -999
SH, 11, 2018030500, 03, HWRF, 003, 207S,  514E,  94,  950, XX,  34, NEQ, 0241, 0254, 0213, 0142,  998,  113,  30,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -10,    1510,    1654, Y, 10, DT, -999
SH, 11, 2018030500, 03, HWRF, 003, 207S,  514E,  94,  950, XX,  50, NEQ, 0094, 0124, 0099, 0085,  998,  113,  30,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -10,    1510,    1654, Y, 10, DT, -999
SH, 11, 2018030500, 03, HWRF, 003, 207S,  514E,  94,  950, XX,  64, NEQ, 0069, 0068, 0057, 0066,  998,  113,  30,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -10,    1510,    1654, Y, 10, DT, -999
SH, 11, 2018030500, 03, HWRF, 004, 209S,  514E,  95,  950, XX,  34, NEQ, 0237, 0253, 0203, 0150, 1002,  153,  33,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,       7,    1626,    2017, Y, 10, DT, -999
SH, 11, 2018030500, 03, HWRF, 004, 209S,  514E,  95,  950, XX,  50, NEQ, 0100, 0114, 0102, 0090, 1002,  153,  33,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,       7,    1626,    2017, Y, 10, DT, -999
SH, 11, 2018030500, 03, HWRF, 004, 209S,  514E,  95,  950, XX,  64, NEQ, 0070, 0064, 0060, 0070, 1002,  153,  33,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,       7,    1626,    2017, Y, 10, DT, -999
SH, 11, 2018030500, 03, HWRF, 005, 211S,  514E,  95,  950, XX,  34, NEQ, 0261, 0255, 0204, 0142, 1002,  145,  34,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,      19,    1557,    1737, N, 10, DT, -999
